[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-07 16:21:00 sess=ETH_post-RTH bar=50 minsIn=981 dow=Thursday px=28937.25 O=28938.25 H=28942.50 L=28935.75 C=28937.25 V=357 sessO=28938.25 sessH=28942.50 sessL=28935.75 pctFromO=+0.00% sessVol=45439 volRatio=0.41 volTrend=decreasing pctAbovePOC=100% pctUpperRange=50% trendStr=4/10 rangePos=1.37 cd24=735 cdRTH=0 deltaAsPct=+1.62% deltaTrend=accel_positive etDelta=0 divActive=False priceSlope=-0.15 deltaSlope=+83.80 barConv=7/10 swing=INSUFFICIENT_DATA bos=none emaStack=MIXED stackAge=0 e5=28934.96 e9=28930.69 e21=28927.05 e50=28941.09 abv=5:A 9:A 21:A 50:B POC=28935.75(+1.50pts/0.09ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TO@28938.25(-1.00pts/0.06ATR) lvlsIn1ATR=4 avwaps=0 nearAvwap=none sessVwap=28938.50 atr5m=16.64 atrRatio=0.92 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-5.25 ethLowDist=+1.50 openType=PRE_RTH regime=OVERNIGHT_QUIET(age=0) REGIME_CHANGE rthPhase=closed ethPhase=post-RTH minsToRTH=909 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=28940.50(-3.25) VAL=28935.75(+1.50) volPctl=14 IB=n/a OR=n/a otf=nonex0 choch=none valueMigAgeMin=-1 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-07 16:26:00 sess=ETH_post-RTH bar=55 minsIn=986 dow=Thursday px=28963.25 O=28964.00 H=28965.50 L=28961.25 C=28963.25 V=245 sessO=28938.25 sessH=28967.50 sessL=28935.75 pctFromO=+0.09% sessVol=49122 volRatio=0.31 volTrend=decreasing pctAbovePOC=35% pctUpperRange=71% trendStr=3/10 rangePos=0.86 cd24=956 cdRTH=0 deltaAsPct=+1.95% deltaTrend=accel_positive etDelta=0 divActive=False priceSlope=+1.65 deltaSlope=+19.00 barConv=5/10 swing=INSUFFICIENT_DATA bos=none emaStack=MIXED stackAge=5 e5=28958.99 e9=28951.81 e21=28940.16 e50=28944.77 abv=5:A 9:A 21:A 50:A POC=28961.25(+2.00pts/0.13ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=POC@28961.25(+2.00pts/0.13ATR) lvlsIn1ATR=2 avwaps=1 nearAvwap=28957.48(rising,+5.77pts) sessVwap=28955.80 AVWAP0[Vol val=28957.48 rising above +5.77pts] atr5m=14.90 atrRatio=0.88 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-4.25 ethLowDist=+27.50 openType=PRE_RTH regime=DRIFTING(age=0) REGIME_CHANGE rthPhase=closed ethPhase=post-RTH minsToRTH=904 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=28967.50(-4.25) VAL=28952.00(+11.25) volPctl=5 IB=n/a OR=n/a otf=nonex0 choch=none valueMigAgeMin=0 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-07 22:16:00 sess=ETH_overnight bar=405 minsIn=1336 dow=Thursday px=29058.50 O=29068.00 H=29069.25 L=29056.50 C=29058.50 V=587 sessO=28938.25 sessH=29081.25 sessL=28899.00 pctFromO=+0.42% sessVol=191632 volRatio=2.10 volTrend=increasing pctAbovePOC=31% pctUpperRange=74% trendStr=10/10 rangePos=1.33 cd24=2878 cdRTH=0 deltaAsPct=+1.50% deltaTrend=accel_negative etDelta=0 divActive=False priceSlope=-3.30 deltaSlope=-40.60 barConv=10/10 swing=HH-HL_UPTREND bos=BOS_DOWN(bar-0) emaStack=BULLISH stackAge=28 e5=29067.29 e9=29068.89 e21=29067.50 e50=29062.12 abv=5:B 9:B 21:B 50:B POC=29050.00(+8.50pts/1.46ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=POC@29050.00(+8.50pts/1.46ATR) lvlsIn1ATR=0 avwaps=2 nearAvwap=29061.42(flat,-2.92pts) sessVwap=29014.74 AVWAP29[Vol val=29072.63 falling below -14.13pts] AVWAP30[Vol val=29061.42 flat below -2.92pts] atr5m=5.82 atrRatio=1.10 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-22.75 ethLowDist=+159.50 openType=PRE_RTH regime=TRENDING_UP(age=0) REGIME_CHANGE rthPhase=closed ethPhase=evening_asia minsToRTH=554 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29077.25(-18.75) VAL=29003.00(+55.50) volPctl=87 IB=n/a OR=n/a otf=downx5 choch=CHOCH_DOWN(bar-0) valueMigAgeMin=59 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-07 22:21:00 sess=ETH_overnight bar=410 minsIn=1341 dow=Thursday px=29073.00 O=29069.50 H=29073.25 L=29067.50 C=29073.00 V=253 sessO=28938.25 sessH=29081.25 sessL=28899.00 pctFromO=+0.47% sessVol=193247 volRatio=0.85 volTrend=decreasing pctAbovePOC=32% pctUpperRange=74% trendStr=8/10 rangePos=1.09 cd24=2955 cdRTH=0 deltaAsPct=+1.53% deltaTrend=accel_positive etDelta=0 divActive=False priceSlope=+2.45 deltaSlope=+11.20 barConv=3/10 swing=HH-HL_UPTREND bos=BOS_DOWN(bar-5) emaStack=BULLISH stackAge=33 e5=29070.14 e9=29069.52 e21=29068.15 e50=29063.35 abv=5:A 9:A 21:A 50:A POC=29050.00(+23.00pts/3.85ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TH@29081.25(-8.25pts/1.38ATR) lvlsIn1ATR=0 avwaps=2 nearAvwap=29070.67(rising,+2.33pts) sessVwap=29015.31 AVWAP29[Vol val=29070.67 rising above +2.33pts] AVWAP30[Vol val=29066.01 rising above +6.99pts] atr5m=5.98 atrRatio=1.10 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-8.25 ethLowDist=+174.00 openType=PRE_RTH regime=TRENDING_UP(age=5) rthPhase=closed ethPhase=evening_asia minsToRTH=549 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29076.50(-3.50) VAL=29003.25(+69.75) volPctl=53 IB=n/a OR=n/a otf=downx1 choch=CHOCH_DOWN(bar-5) valueMigAgeMin=64 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-07 22:22:00 sess=ETH_overnight bar=411 minsIn=1342 dow=Thursday px=29073.75 O=29072.75 H=29074.50 L=29070.75 C=29073.75 V=201 sessO=28938.25 sessH=29081.25 sessL=28899.00 pctFromO=+0.47% sessVol=193448 volRatio=0.68 volTrend=decreasing pctAbovePOC=32% pctUpperRange=74% trendStr=6/10 rangePos=1.02 cd24=2984 cdRTH=0 deltaAsPct=+1.54% deltaTrend=oscillating etDelta=0 divActive=True priceSlope=+1.25 deltaSlope=+1.80 barConv=7/10 swing=EXPANDING bos=BOS_DOWN(bar-6) emaStack=BULLISH stackAge=34 e5=29071.34 e9=29070.36 e21=29068.66 e50=29063.76 abv=5:A 9:A 21:A 50:A POC=29050.00(+23.75pts/4.08ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TH@29081.25(-7.50pts/1.29ATR) lvlsIn1ATR=0 avwaps=2 nearAvwap=29070.78(rising,+2.97pts) sessVwap=29015.39 AVWAP29[Vol val=29070.78 rising above +2.97pts] AVWAP30[Vol val=29066.59 rising above +7.16pts] atr5m=5.82 atrRatio=1.07 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-7.50 ethLowDist=+174.75 openType=PRE_RTH regime=REVERSAL_FORMING(age=0) REGIME_CHANGE rthPhase=closed ethPhase=evening_asia minsToRTH=548 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29076.50(-2.75) VAL=29003.25(+70.50) volPctl=38 IB=n/a OR=n/a otf=upx1 choch=CHOCH_DOWN(bar-6) valueMigAgeMin=65 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-07 22:27:00 sess=ETH_overnight bar=416 minsIn=1347 dow=Thursday px=29061.50 O=29064.50 H=29067.50 L=29061.50 C=29061.50 V=162 sessO=28938.25 sessH=29081.25 sessL=28899.00 pctFromO=+0.43% sessVol=194349 volRatio=0.55 volTrend=increasing pctAbovePOC=32% pctUpperRange=75% trendStr=7/10 rangePos=0.91 cd24=2767 cdRTH=0 deltaAsPct=+1.42% deltaTrend=accel_negative etDelta=0 divActive=True priceSlope=-2.25 deltaSlope=-41.60 barConv=7/10 swing=LL-LH_DOWNTREND bos=BOS_DOWN(bar-11) emaStack=MIXED stackAge=0 e5=29066.89 e9=29068.32 e21=29068.46 e50=29064.62 abv=5:B 9:B 21:B 50:B POC=29050.00(+11.50pts/2.01ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=POC@29050.00(+11.50pts/2.01ATR) lvlsIn1ATR=0 avwaps=2 nearAvwap=29067.07(flat,-5.57pts) sessVwap=29015.71 AVWAP29[Vol val=29070.35 falling below -8.85pts] AVWAP30[Vol val=29067.07 flat below -5.57pts] atr5m=5.72 atrRatio=1.03 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-19.75 ethLowDist=+162.50 openType=PRE_RTH regime=REVERSAL_FORMING(age=5) rthPhase=closed ethPhase=evening_asia minsToRTH=543 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29076.50(-15.00) VAL=29003.75(+57.75) volPctl=22 IB=n/a OR=n/a otf=downx3 choch=CHOCH_DOWN(bar-11) valueMigAgeMin=70 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-07 22:32:00 sess=ETH_overnight bar=421 minsIn=1352 dow=Thursday px=29071.25 O=29073.75 H=29074.25 L=29066.75 C=29071.25 V=428 sessO=28938.25 sessH=29081.25 sessL=28899.00 pctFromO=+0.46% sessVol=195237 volRatio=1.76 volTrend=increasing pctAbovePOC=33% pctUpperRange=75% trendStr=9/10 rangePos=0.97 cd24=2855 cdRTH=0 deltaAsPct=+1.46% deltaTrend=accel_positive etDelta=0 divActive=True priceSlope=+0.60 deltaSlope=+9.20 barConv=6/10 swing=LL-LH_DOWNTREND bos=BOS_DOWN(bar-16) emaStack=BULLISH stackAge=2 e5=29070.46 e9=29069.94 e21=29069.23 e50=29065.66 abv=5:A 9:A 21:A 50:A POC=29050.00(+21.25pts/3.69ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TH@29081.25(-10.00pts/1.74ATR) lvlsIn1ATR=0 avwaps=2 nearAvwap=29070.28(flat,+0.97pts) sessVwap=29016.03 AVWAP29[Vol val=29070.28 flat above +0.97pts] AVWAP30[Vol val=29067.66 rising above +3.59pts] atr5m=5.76 atrRatio=1.01 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-10.00 ethLowDist=+172.25 openType=PRE_RTH regime=REVERSAL_FORMING(age=10) rthPhase=closed ethPhase=evening_asia minsToRTH=538 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29076.50(-5.25) VAL=29004.25(+67.00) volPctl=90 IB=n/a OR=n/a otf=downx1 choch=CHOCH_DOWN(bar-16) valueMigAgeMin=75 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-07 22:33:00 sess=ETH_overnight bar=422 minsIn=1353 dow=Thursday px=29071.00 O=29071.00 H=29073.00 L=29068.50 C=29071.00 V=116 sessO=28938.25 sessH=29081.25 sessL=28899.00 pctFromO=+0.46% sessVol=195353 volRatio=0.49 volTrend=increasing pctAbovePOC=33% pctUpperRange=75% trendStr=6/10 rangePos=0.84 cd24=2899 cdRTH=0 deltaAsPct=+1.48% deltaTrend=accel_positive etDelta=0 divActive=False priceSlope=+0.40 deltaSlope=+16.80 barConv=5/10 swing=COMPRESSED bos=BOS_DOWN(bar-17) emaStack=BULLISH stackAge=3 e5=29070.64 e9=29070.15 e21=29069.39 e50=29065.87 abv=5:A 9:A 21:A 50:A POC=29050.00(+21.00pts/3.70ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TH@29081.25(-10.25pts/1.81ATR) lvlsIn1ATR=0 avwaps=2 nearAvwap=29070.29(flat,+0.71pts) sessVwap=29016.07 AVWAP29[Vol val=29070.29 flat above +0.71pts] AVWAP30[Vol val=29067.74 rising above +3.26pts] atr5m=5.67 atrRatio=0.99 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-10.25 ethLowDist=+172.00 openType=PRE_RTH regime=OVERNIGHT_QUIET(age=0) REGIME_CHANGE rthPhase=closed ethPhase=evening_asia minsToRTH=537 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29076.50(-5.50) VAL=29004.25(+66.75) volPctl=10 IB=n/a OR=n/a otf=nonex0 choch=CHOCH_DOWN(bar-17) valueMigAgeMin=76 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-07 22:38:00 sess=ETH_overnight bar=427 minsIn=1358 dow=Thursday px=29067.25 O=29065.00 H=29068.00 L=29064.50 C=29067.25 V=62 sessO=28938.25 sessH=29081.25 sessL=28899.00 pctFromO=+0.45% sessVol=195998 volRatio=0.34 volTrend=decreasing pctAbovePOC=33% pctUpperRange=75% trendStr=4/10 rangePos=0.76 cd24=2886 cdRTH=0 deltaAsPct=+1.47% deltaTrend=oscillating etDelta=0 divActive=False priceSlope=-0.20 deltaSlope=-0.20 barConv=7/10 swing=COMPRESSED bos=none emaStack=MIXED stackAge=2 e5=29066.85 e9=29067.60 e21=29068.28 e50=29065.99 abv=5:A 9:B 21:B 50:A POC=29050.00(+17.25pts/3.37ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TH@29081.25(-14.00pts/2.73ATR) lvlsIn1ATR=0 avwaps=2 nearAvwap=29067.57(flat,-0.32pts) sessVwap=29016.29 AVWAP29[Vol val=29069.92 falling below -2.67pts] AVWAP30[Vol val=29067.57 flat below -0.32pts] atr5m=5.13 atrRatio=0.91 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-14.00 ethLowDist=+168.25 openType=PRE_RTH regime=OVERNIGHT_QUIET(age=5) rthPhase=closed ethPhase=evening_asia minsToRTH=532 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29076.50(-9.25) VAL=29004.50(+62.75) volPctl=0 IB=n/a OR=n/a otf=upx1 choch=CHOCH_DOWN(bar-22) valueMigAgeMin=81 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-07 22:39:00 sess=ETH_overnight bar=428 minsIn=1359 dow=Thursday px=29065.75 O=29067.00 H=29067.75 L=29065.00 C=29065.75 V=185 sessO=28938.25 sessH=29081.25 sessL=28899.00 pctFromO=+0.44% sessVol=196183 volRatio=1.02 volTrend=increasing pctAbovePOC=33% pctUpperRange=75% trendStr=3/10 rangePos=0.75 cd24=2747 cdRTH=0 deltaAsPct=+1.40% deltaTrend=accel_negative etDelta=0 divActive=False priceSlope=-0.60 deltaSlope=-34.40 barConv=7/10 swing=COMPRESSED bos=none emaStack=MIXED stackAge=3 e5=29066.49 e9=29067.23 e21=29068.05 e50=29065.98 abv=5:B 9:B 21:B 50:B POC=29050.00(+15.75pts/3.18ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TH@29081.25(-15.50pts/3.13ATR) lvlsIn1ATR=0 avwaps=2 nearAvwap=29067.52(flat,-1.77pts) sessVwap=29016.35 AVWAP29[Vol val=29069.82 flat below -4.07pts] AVWAP30[Vol val=29067.52 flat below -1.77pts] atr5m=4.96 atrRatio=0.89 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-15.50 ethLowDist=+166.75 openType=PRE_RTH regime=CHOPPING(age=0) REGIME_CHANGE rthPhase=closed ethPhase=evening_asia minsToRTH=531 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29076.50(-10.75) VAL=29004.75(+61.00) volPctl=43 IB=n/a OR=n/a otf=nonex0 choch=CHOCH_DOWN(bar-23) valueMigAgeMin=82 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-07 22:40:00 sess=ETH_overnight bar=429 minsIn=1360 dow=Thursday px=29065.75 O=29065.75 H=29067.00 L=29064.00 C=29065.75 V=85 sessO=28938.25 sessH=29081.25 sessL=28899.00 pctFromO=+0.44% sessVol=196268 volRatio=0.52 volTrend=decreasing pctAbovePOC=33% pctUpperRange=75% trendStr=3/10 rangePos=0.81 cd24=2734 cdRTH=0 deltaAsPct=+1.39% deltaTrend=accel_negative etDelta=0 divActive=False priceSlope=+0.45 deltaSlope=-24.20 barConv=1/10 swing=COMPRESSED bos=none emaStack=MIXED stackAge=4 e5=29066.24 e9=29066.93 e21=29067.84 e50=29065.97 abv=5:B 9:B 21:B 50:B POC=29050.00(+15.75pts/3.27ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TH@29081.25(-15.50pts/3.22ATR) lvlsIn1ATR=0 avwaps=2 nearAvwap=29067.48(flat,-1.73pts) sessVwap=29016.38 AVWAP29[Vol val=29069.77 flat below -4.02pts] AVWAP30[Vol val=29067.48 flat below -1.73pts] atr5m=4.82 atrRatio=0.87 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-15.50 ethLowDist=+166.75 openType=PRE_RTH regime=DRIFTING(age=0) REGIME_CHANGE rthPhase=closed ethPhase=evening_asia minsToRTH=530 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29076.50(-10.75) VAL=29004.75(+61.00) volPctl=3 IB=n/a OR=n/a otf=downx1 choch=CHOCH_DOWN(bar-24) valueMigAgeMin=83 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-07 22:41:00 sess=ETH_overnight bar=430 minsIn=1361 dow=Thursday px=29060.50 O=29065.50 H=29067.25 L=29057.50 C=29060.50 V=288 sessO=28938.25 sessH=29081.25 sessL=28899.00 pctFromO=+0.42% sessVol=196556 volRatio=1.74 volTrend=increasing pctAbovePOC=33% pctUpperRange=75% trendStr=4/10 rangePos=0.92 cd24=2632 cdRTH=0 deltaAsPct=+1.34% deltaTrend=accel_negative etDelta=0 divActive=False priceSlope=-0.90 deltaSlope=-45.60 barConv=7/10 swing=COMPRESSED bos=BOS_DOWN(bar-0) emaStack=MIXED stackAge=5 e5=29064.33 e9=29065.64 e21=29067.17 e50=29065.75 abv=5:B 9:B 21:B 50:B POC=29050.00(+10.50pts/2.03ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=POC@29050.00(+10.50pts/2.03ATR) lvlsIn1ATR=0 avwaps=2 nearAvwap=29067.18(falling,-6.68pts) sessVwap=29016.46 AVWAP29[Vol val=29069.46 falling below -8.96pts] AVWAP30[Vol val=29067.18 falling below -6.68pts] atr5m=5.17 atrRatio=0.94 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-20.75 ethLowDist=+161.50 openType=PRE_RTH regime=OVERNIGHT_QUIET(age=0) REGIME_CHANGE rthPhase=closed ethPhase=evening_asia minsToRTH=529 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29076.50(-16.00) VAL=29004.75(+55.75) volPctl=75 IB=n/a OR=n/a otf=nonex0 choch=CHOCH_DOWN(bar-25) valueMigAgeMin=84 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-07 22:46:00 sess=ETH_overnight bar=435 minsIn=1366 dow=Thursday px=29060.75 O=29059.75 H=29062.50 L=29059.25 C=29060.75 V=131 sessO=28938.25 sessH=29081.25 sessL=28899.00 pctFromO=+0.42% sessVol=197542 volRatio=0.78 volTrend=decreasing pctAbovePOC=34% pctUpperRange=75% trendStr=7/10 rangePos=0.86 cd24=2644 cdRTH=0 deltaAsPct=+1.34% deltaTrend=accel_positive etDelta=0 divActive=False priceSlope=+0.80 deltaSlope=+12.00 barConv=4/10 swing=COMPRESSED bos=BOS_DOWN(bar-5) emaStack=BEARISH stackAge=1 e5=29060.28 e9=29061.45 e21=29064.15 e50=29064.55 abv=5:A 9:B 21:B 50:B POC=29050.00(+10.75pts/2.24ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=POC@29050.00(+10.75pts/2.24ATR) lvlsIn1ATR=0 avwaps=2 nearAvwap=29058.69(rising,+2.06pts) sessVwap=29016.74 AVWAP30[Vol val=29065.88 falling below -5.13pts] AVWAP31[Vol val=29058.69 rising above +2.06pts] atr5m=4.80 atrRatio=0.90 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-20.50 ethLowDist=+161.75 openType=PRE_RTH regime=OVERNIGHT_QUIET(age=5) rthPhase=closed ethPhase=evening_asia minsToRTH=524 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29076.50(-15.75) VAL=29005.25(+55.50) volPctl=19 IB=n/a OR=n/a otf=upx1 choch=CHOCH_DOWN(bar-30) valueMigAgeMin=89 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-07 22:47:00 sess=ETH_overnight bar=436 minsIn=1367 dow=Thursday px=29063.50 O=29060.00 H=29064.00 L=29060.00 C=29063.50 V=94 sessO=28938.25 sessH=29081.25 sessL=28899.00 pctFromO=+0.43% sessVol=197636 volRatio=0.57 volTrend=decreasing pctAbovePOC=34% pctUpperRange=75% trendStr=5/10 rangePos=0.81 cd24=2658 cdRTH=0 deltaAsPct=+1.34% deltaTrend=accel_positive etDelta=0 divActive=False priceSlope=+0.80 deltaSlope=+9.40 barConv=7/10 swing=COMPRESSED bos=BOS_DOWN(bar-6) emaStack=BEARISH stackAge=2 e5=29061.35 e9=29061.86 e21=29064.09 e50=29064.51 abv=5:A 9:A 21:B 50:B POC=29050.00(+13.50pts/2.85ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=POC@29050.00(+13.50pts/2.85ATR) lvlsIn1ATR=0 avwaps=2 nearAvwap=29065.83(flat,-2.33pts) sessVwap=29016.76 AVWAP30[Vol val=29065.83 flat below -2.33pts] AVWAP31[Vol val=29059.10 rising above +4.40pts] atr5m=4.74 atrRatio=0.90 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-17.75 ethLowDist=+164.50 openType=PRE_RTH regime=DRIFTING(age=0) REGIME_CHANGE rthPhase=closed ethPhase=evening_asia minsToRTH=523 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29076.50(-13.00) VAL=29005.25(+58.25) volPctl=8 IB=n/a OR=n/a otf=upx2 choch=none valueMigAgeMin=90 inst=MNQ-1m-a33117 mode=HIST
